spectra,Se_real,Se_predicted,LOD_real,LOD_predicted,UNC_real,UNC_predicted,mask,ratio
4e_synth_02652,0.5744,0.58713454,0.02794,0.07036268,0.02586,0.0084623825,train,1.0221701603081896
4e_synth_02653,0.5551,0.5454296,0.0223,0.041834213,0.013959999999999998,0.0047767395,train,0.9825789720126045
4e_synth_02654,0.6101,0.6111581,0.02271,0.039840084,0.0127,0.0048351604,train,1.0017342615119749
4e_synth_02655,0.679,0.69316185,0.02028,0.042850945,0.01418,0.004365862,train,1.0208569148854407
4e_synth_02656,0.657,0.6579842,0.028770000000000004,0.04686964,0.01476,0.007788073,train,1.0014980169554641
4e_synth_02657,0.6333,0.6367452,0.01983,0.040359635,0.01261,0.004473832,train,1.0054400986298442
4e_synth_02658,0.6792,0.686468,0.03148,0.05033029,0.01734,0.009128358,train,1.010700832126559
4e_synth_02659,0.7318,0.74142146,0.04281,0.055594504,0.01862,0.014076042,train,1.0131476648064317
4e_synth_02660,1.096,1.1128132,0.03387,0.070473425,0.02406,0.010258856,train,1.0153405422711894
4e_synth_02661,0.711,0.71932554,0.01703,0.044742104,0.01488,0.0032662195,train,1.011709623698947
4e_synth_02662,0.6765,0.67973524,0.021090000000000005,0.049080625,0.01723,0.0049107536,train,1.0047823256769624
4e_synth_02663,0.6875,0.695251,0.02724,0.07225703,0.0249,0.007321627,train,1.0112741643732244
4e_synth_02664,0.628,0.6356141,0.027550000000000005,0.0451232,0.01461,0.0075176754,train,1.0121243584687543
4e_synth_02665,0.8064,0.81181407,0.028720000000000002,0.050893214,0.01643,0.008257125,train,1.006713876175502
4e_synth_02666,0.6528,0.6619139,0.03533,0.05098276,0.01778,0.010243986,train,1.0139612006206138
4e_synth_02667,0.5642,0.56583536,0.03253999999999999,0.04405899,0.01477,0.009327843,train,1.00289854078756
4e_synth_02668,0.6283,0.6345775,0.02928,0.040626615,0.01347,0.0034829208,train,1.0099912664986295
4e_synth_02669,0.616,0.6193645,0.02451,0.041485704,0.01377,0.0063292845,train,1.005461850723663
4e_synth_02670,0.6007,0.5957789,0.02957,0.044865698,0.01529,0.007968473,train,0.9918076951947886
4e_synth_02671,0.6778,0.68463516,0.07828,0.062119048,0.021860000000000004,0.026468065,train,1.0100843351335433
4e_synth_02672,0.5021,0.51527035,0.01949,0.03649724,0.01129,0.004339456,train,1.026230536473982
4e_synth_02673,0.5032,0.48859692,0.01724,0.031571433,0.009345,0.0031737445,train,0.9709795631930256
4e_synth_02674,0.5848,0.6122397,0.02545,0.043875996,0.01529,0.0078052627,train,1.0469215431552579
4e_synth_02675,0.5781,0.5762426,0.027200000000000002,0.041990634,0.01422,0.007663447,train,0.9967871055411667
4e_synth_02676,0.699,0.71269107,0.03023,0.049059503,0.01642,0.007847636,train,1.0195866504281716
4e_synth_02677,0.5958,0.6012605,0.026440000000000005,0.041900873,0.01418,0.0071020247,train,1.0091649601626773
4e_synth_02678,0.8145,0.79217637,0.04091,0.057399306,0.02046,0.012895608,train,0.9725922232686998
4e_synth_02679,0.5937,0.6126957,0.01804,0.038749862,0.01215,0.0040679243,train,1.031995442091505
4e_synth_02680,1.147,1.1599298,0.02324,0.060983237,0.021110000000000004,0.005637039,train,1.0112726698778147
4e_synth_02681,0.5503,0.56074804,0.02098,0.038037896,0.01228,0.004821044,train,1.0189860815484588
4e_synth_02682,0.7124,0.7263223,0.02887,0.066033676,0.02411,0.008030592,train,1.0195428035956697
4e_synth_02683,0.8166,0.8229909,0.04777,0.064254254,0.02326,0.016343063,train,1.0078262237541353
4e_synth_02684,0.8081,0.80882096,0.09242,0.07988779,0.02966,0.034480102,train,1.000892170406984
4e_synth_02685,0.6045,0.6206594,0.01832,0.036927406,0.01138,0.0033149642,train,1.026731862619556
4e_synth_02686,0.5871,0.6017158,0.01557,0.036429565,0.01113,0.0038853574,train,1.0248949125299989
4e_synth_02687,0.6798,0.6813699,0.01988,0.04130962,0.01318,0.0045697866,train,1.0023093567276113
4e_synth_02688,0.6192,0.62652624,0.02306,0.040814888,0.01339,0.005378578,train,1.011831777348383
4e_synth_02689,0.705,0.7077608,0.02209,0.045550004,0.01535,0.004680338,train,1.0039160437617742
4e_synth_02690,0.602,0.6110241,0.02025,0.039385203,0.01235,0.0045837816,train,1.0149901689485061
4e_synth_02691,0.7192,0.72471875,0.02808,0.08786327,0.03147,0.00776897,train,1.0076734559554545
4e_synth_02692,0.9259999999999999,0.9394024,0.02336,0.05152878,0.0166,0.005872729,train,1.0144734356882248
4e_synth_02693,0.7781,0.780254,0.08922,0.07887763,0.02782,0.033800583,train,1.0027682899187806
4e_synth_02694,0.6167,0.6213581,0.025050000000000003,0.040945448,0.01348,0.005585173,train,1.0075532618770533
4e_synth_02695,0.5404,0.55229694,0.01347,0.03389825,0.009812000000000001,0.0021869494,train,1.022015056461868
4e_synth_02696,0.639,0.64675444,0.02032,0.041513007,0.01286,0.0048776097,train,1.012135279570387
4e_synth_02697,0.5032,0.5210695,0.02417,0.03796306,0.01211,0.0058067585,train,1.035511777965746
4e_synth_02698,0.6558,0.6661514,0.06811,0.06288948,0.02193,0.023786385,train,1.015784392163462
4e_synth_02699,0.6155,0.61581135,0.02381,0.041035987,0.01298,0.0058965217,train,1.0005058455912685
4e_synth_02700,0.6337,0.6401439,0.02105,0.041912824,0.01338,0.005515933,train,1.0101686465320703
4e_synth_02701,0.6108,0.6164433,0.02403,0.040887497,0.01367,0.005515273,train,1.0092391558698992
4e_synth_02702,0.5104,0.5292956,0.040089999999999994,0.045315266,0.01512,0.012135585,train,1.0370212055298977
4e_synth_02703,0.4687,0.4743761,0.01342,0.029454473,0.008355,0.0016700977,train,1.0121103311770248
4e_synth_02704,0.7184,0.7426764,0.02558,0.07671801,0.02787,0.0076316306,train,1.0337922846554117
4e_synth_02705,0.6641,0.68304634,0.022489999999999996,0.04555464,0.014250000000000002,0.005769675,train,1.0285293494087981
4e_synth_02706,0.5647,0.5792753,0.027430000000000003,0.043269332,0.01541,0.0077811526,train,1.0258107137232517
4e_synth_02707,0.7475,0.741927,0.08761,0.06790283,0.02338,0.032555472,train,0.9925445186653264
4e_synth_02708,0.4732,0.48396903,0.022009999999999995,0.037028074,0.01122,0.0054073604,train,1.0227578883441142
4e_synth_02709,0.6024,0.60450894,0.029720000000000003,0.044600006,0.01452,0.008836578,train,1.003500890446849
4e_synth_02710,0.7457,0.757769,0.02054,0.0458109,0.015130000000000001,0.003612569,train,1.016184777536964
4e_synth_02711,0.6038,0.6145712,0.03227,0.046037994,0.01608,0.009482487,train,1.0178390422693424
4e_synth_02712,0.8486,0.8469814,0.09466,0.08870952,0.03255,0.035021115,train,0.9980926304641209
4e_synth_02713,0.5938,0.61903965,0.01652,0.0396442,0.01198,0.0034032643,train,1.0425053127850294
4e_synth_02714,0.4729,0.47665077,0.01288,0.03007716,0.008545,0.0019623206,train,1.0079314326050166
4e_synth_02715,0.8169,0.81538224,0.02146,0.046167497,0.015380000000000001,0.0046464466,train,0.998142051906915
4e_synth_02716,0.6864,0.70194685,0.02112,0.04593199,0.01532,0.0044756904,train,1.0226498464326481
4e_synth_02717,0.5836,0.5849906,0.02704,0.04122065,0.01353,0.0066995844,train,1.0023828317565082
4e_synth_02718,0.6061,0.6308864,0.02635,0.04133491,0.01382,0.005747745,train,1.0408948620757026
4e_synth_02719,0.9017,0.8949809,0.02189,0.04929738,0.01709,0.005151644,train,0.992548416812893
4e_synth_02720,0.6275,0.6155795,0.03833,0.047445413,0.01663,0.011105488,train,0.9810031647701188
4e_synth_02721,0.6137,0.60320556,0.01286,0.03476124,0.01085,0.0018696827,train,0.9828997256605482
4e_synth_02722,0.6112,0.6296395,0.024829999999999998,0.043741938,0.01386,0.0063596666,train,1.0301693493783162
4e_synth_02723,0.5092,0.524358,0.01458,0.037326198,0.01148,0.0060546002,train,1.0297682139223614
4e_synth_02724,0.6019,0.60666215,0.014959999999999998,0.035556745,0.01123,0.0028940546,train,1.0079118694096907
4e_synth_02725,0.5739,0.5963745,0.02243,0.037482288,0.01178,0.0055904128,train,1.0391610240786724
4e_synth_02726,0.6177,0.6120592,0.01798,0.039529018,0.01289,0.0025156005,train,0.9908680200229402
4e_synth_02727,0.7888,0.81142926,0.01529,0.045919955,0.01493,0.0023729943,train,1.0286882126790757
4e_synth_02728,0.7199,0.73997223,0.08404,0.06865423,0.02332,0.03180225,train,1.027881974958019
4e_synth_02729,0.5978,0.6080109,0.03434,0.04052053,0.01328,0.006276941,train,1.017080776346053
4e_synth_02730,0.4652,0.46970558,0.02045,0.03725765,0.01154,0.0048825257,train,1.009685257233532
4e_synth_02731,0.6346,0.64683366,0.05479,0.06343188,0.024789999999999996,0.018077254,train,1.0192777469561674
4e_synth_02732,0.6161,0.6161181,0.02294,0.03822612,0.01222,0.0033514532,train,1.0000293352758318
4e_synth_02733,0.6873,0.6936765,0.01996,0.043160744,0.01474,0.0042066,train,1.0092775668706606
4e_synth_02734,0.6698,0.6647842,0.01709,0.039311145,0.01257,0.003256057,train,0.9925114855762026
4e_synth_02735,0.7054,0.70658183,0.02343,0.045313243,0.01479,0.0057883277,train,1.0016754054130899
4e_synth_02736,0.5755,0.5910317,0.05221,0.05243574,0.01917,0.017608408,train,1.0269881330501711
4e_synth_02737,0.6657,0.6794543,0.024370000000000003,0.049800538,0.01778,0.0062888106,train,1.020661449045574
4e_synth_02738,0.5751,0.58235323,0.07301,0.06716894,0.02397,0.0259646,train,1.012612127092813
4e_synth_02739,0.5293,0.5363795,0.0315,0.04321457,0.013519999999999999,0.009877221,train,1.0133752430091165
4e_synth_02740,0.6623,0.6647402,0.02412,0.044741105,0.015,0.0058504413,train,1.0036844403006133
4e_synth_02741,0.5291,0.539561,0.025350000000000004,0.03894001,0.012100000000000001,0.0066012572,train,1.0197712599589048
4e_synth_02742,0.6255,0.6301069,0.05681,0.072513,0.024789999999999996,0.01988929,train,1.0073651893914557
4e_synth_02743,0.6257,0.63019925,0.02157,0.04105193,0.01286,0.005000538,train,1.0071907520522814
4e_synth_02744,0.6101,0.6143226,0.01943,0.049281783,0.01675,0.004380884,train,1.0069211649711045
4e_synth_02745,0.5018,0.5186262,0.01968,0.036206055,0.01136,0.0045626233,train,1.0335317119843173
4e_synth_02746,0.803,0.83629024,0.04723,0.06409926,0.022490000000000003,0.014696061,train,1.0414573353521552
4e_synth_02747,0.7433,0.74046284,0.02837,0.04802196,0.01583,0.007392255,train,0.99618302112663
4e_synth_02748,0.5962,0.6087797,0.0237,0.041875783,0.01361,0.005910034,train,1.021099846381463
4e_synth_02749,0.6548,0.67533576,0.021609999999999997,0.04243936,0.013980000000000001,0.0050774924,train,1.0313618889507463
4e_synth_02750,0.5864,0.5942407,0.05424,0.0623989,0.02245,0.017899273,train,1.0133709499325303
4e_synth_02751,0.493,0.5172312,0.02368,0.03759955,0.01176,0.0058312584,train,1.049150559771617
4e_synth_02752,0.6389,0.6518482,0.02033,0.043028183,0.013310000000000002,0.0049830563,train,1.0202663906453864
4e_synth_02753,0.7242,0.7274911,0.02078,0.045422465,0.01413,0.004022075,train,1.004544436289638
4e_synth_02754,0.6023,0.6096029,0.03381,0.046839464,0.01518,0.009773602,train,1.012125067510578
4e_synth_02755,0.6065,0.61004347,0.05563,0.06059897,0.02069,0.019305112,train,1.005842483250051
4e_synth_02756,0.8259,0.8441533,0.040089999999999994,0.0568595,0.01967,0.012316054,train,1.0221010836984505
4e_synth_02757,0.6688,0.6894845,0.026660000000000003,0.04712204,0.01735,0.0076500564,train,1.0309277467750477
4e_synth_02758,0.7778,0.7947893,0.01686,0.045239687,0.01456,0.0035443346,train,1.0218427799820256
4e_synth_02759,0.6315,0.64435935,0.0245,0.044138707,0.01357,0.0062420657,train,1.0203631832216433
4e_synth_02760,0.6265,0.6469539,0.021609999999999997,0.041883577,0.0134,0.004880554,train,1.032647854408453
4e_synth_02761,0.6774,0.68016875,0.02354,0.042930983,0.01357,0.0057810927,train,1.0040873160642405
4e_synth_02762,0.5064,0.51885676,0.0295,0.03934846,0.01223,0.0068973335,train,1.0245986647703826
4e_synth_02763,0.5129,0.52232194,0.01599,0.03907827,0.01284,0.0031801807,train,1.0183699346234818
4e_synth_02764,0.5743,0.58362305,0.03404,0.04664847,0.01516,0.010443317,train,1.0162337657032414
4e_synth_02765,0.6996,0.69420207,0.03233,0.04953495,0.0162,0.009309462,train,0.9922842559574535
4e_synth_02766,0.7655,0.7823671,0.02114,0.04834946,0.01547,0.004676914,train,1.022034108755559
4e_synth_02767,0.6339,0.6250764,0.01791,0.039220985,0.0119,0.00401715,train,0.9860804750821929
4e_synth_02768,0.6434,0.6392988,0.0206,0.040332675,0.01301,0.00431334,train,0.993625733064575
4e_synth_02769,0.5881,0.5852502,0.02111,0.04023157,0.01435,0.0050353506,train,0.9951542235012668
4e_synth_02770,0.5362,0.54776126,0.026930000000000003,0.0399391,0.01259,0.007465715,train,1.0215614723296629
4e_synth_02771,0.6817,0.6921084,0.022790000000000005,0.047754858,0.015380000000000001,0.0054410803,train,1.0152682891527858
4e_synth_02772,0.6631,0.6663895,0.03696,0.05190102,0.01861,0.012282065,train,1.0049608278339255
4e_synth_02773,0.5889,0.609846,0.05264,0.055587325,0.01905,0.01772193,train,1.035568001193777
4e_synth_02774,0.633,0.6213906,0.05286,0.055551477,0.01917,0.016241187,train,0.9816596858309343
4e_synth_02775,0.5123,0.5196358,0.01416,0.039408065,0.01294,0.002279367,train,1.0143193373939803
4e_synth_02776,0.6073,0.6072844,0.027410000000000004,0.043571707,0.013940000000000001,0.0070525175,train,0.9999743564780965
4e_synth_02777,0.6737,0.68219924,0.02358,0.0444394,0.01407,0.005640542,train,1.012615763293506
4e_synth_02778,0.7315,0.7355702,0.0871,0.06928051,0.0244,0.03238743,train,1.0055641727095503
4e_synth_02779,0.6936,0.7042359,0.02103,0.045372866,0.01527,0.0042557307,train,1.0153343589523123
4e_synth_02780,0.5476,0.55584455,0.01342,0.03386501,0.01008,0.0019846943,train,1.0150557804316653
4e_synth_02781,0.6048,0.6135514,0.028860000000000004,0.04410651,0.01407,0.008541393,train,1.0144698714453078
4e_synth_02782,0.6096,0.62211716,0.019,0.038827796,0.0126,0.004083474,train,1.0205334018221677
4e_synth_02783,0.7393,0.7447241,0.05368,0.06363015,0.02356,0.017554155,train,1.0073367981437933
4e_synth_02784,0.6768,0.6785788,0.02072,0.044305466,0.01474,0.0044059874,train,1.002628241729511
4e_synth_02785,0.5807,0.5812471,0.027290000000000002,0.042157292,0.01477,0.008051917,train,1.0009421238046063
4e_synth_02786,0.5452,0.54928315,0.02556,0.05482026,0.01984,0.006821954,train,1.0074892642300355
4e_synth_02787,0.6923,0.6970081,0.02247,0.055583104,0.01957,0.0055306987,train,1.0068006259279583
4e_synth_02788,0.6264,0.62352496,0.05756,0.07428887,0.02703,0.02016554,train,0.9954102232690668
4e_synth_02789,0.6685,0.67047405,0.05854,0.05721088,0.019480000000000004,0.021161664,train,1.0029529580092733
4e_synth_02790,0.4909,0.50419366,0.01998,0.035953164,0.01124,0.004531551,train,1.0270801865901547
4e_synth_02791,0.4627,0.4655831,0.01819,0.034159623,0.01013,0.0045728735,train,1.0062310050006353
4e_synth_02792,0.6172,0.6246516,0.025440000000000004,0.044913888,0.01502,0.007513741,train,1.012073251541296
4e_synth_02793,0.5689,0.5878626,0.0227,0.04205894,0.01285,0.0058404026,train,1.0333320633098182
4e_synth_02794,0.7085,0.71389306,0.01067,0.045142673,0.01462,0.0029062747,train,1.0076119349553034
4e_synth_02795,0.6692,0.68027496,0.0208,0.04351211,0.01458,0.004673048,train,1.0165495567526992
4e_synth_02796,0.8646,0.8745612,0.01911,0.052112557,0.01798,0.004126219,train,1.0115211549909364
4e_synth_02797,0.7756,0.7892586,0.02062,0.04495947,0.01475,0.004539428,train,1.0176103652415047
4e_synth_02798,0.6017,0.6158882,0.0515,0.061527506,0.02252,0.01694128,train,1.0235801534793771
4e_synth_02799,0.5365,0.54973525,0.025600000000000005,0.039794356,0.01289,0.0066683595,train,1.0246696143314757
4e_synth_02800,0.5175,0.5251709,0.027180000000000003,0.03885603,0.01236,0.0068389555,train,1.0148230382209815
4e_synth_02801,0.5519,0.5644672,0.02679,0.06573484,0.025500000000000002,0.006736115,train,1.0227707767642091
4e_synth_02802,0.6914,0.7123401,0.023,0.05172053,0.01765,0.0061591673,train,1.0302865439699949
4e_synth_02803,0.6213,0.63615227,0.02195,0.04343504,0.01393,0.0056354105,train,1.023905146396354
4e_synth_02804,0.7443,0.7494347,0.02328,0.04802261,0.015440000000000002,0.0059206234,train,1.0068987095914956
4e_synth_02805,0.5878,0.58548397,0.025210000000000003,0.04142286,0.013209999999999998,0.0070745843,train,0.9960598303128684
4e_synth_02806,0.5916,0.6159005,0.03554,0.04605456,0.014899999999999998,0.010889792,train,1.0410759237829779
4e_synth_02807,0.6722,0.66654444,0.02453,0.041627984,0.01289,0.0045182803,train,0.991586488260112
4e_synth_02808,0.5735,0.58669764,0.0481,0.049536187,0.01567,0.014802424,train,1.0230124464425816
4e_synth_02809,0.6293,0.642775,0.03693,0.05015418,0.017,0.011291836,train,1.0214126793924887
4e_synth_02810,0.5266,0.5231063,0.02601,0.037518013,0.01201,0.0063766777,train,0.9933655089042598
4e_synth_02811,0.622,0.62757003,0.02502,0.042220887,0.01334,0.0063493876,train,1.0089550370955391
4e_synth_02812,0.5147,0.5410252,0.04593,0.04968022,0.01549,0.015822746,train,1.0511467288669298
4e_synth_02813,0.7336,0.7541574,0.04494,0.057128046,0.01939,0.013210796,train,1.0280226608139087
4e_synth_02814,0.7276,0.73008186,0.027360000000000002,0.078986555,0.029000000000000005,0.007990588,train,1.0034110173869748
4e_synth_02815,1.141,1.147578,0.024370000000000003,0.060925543,0.02069,0.0060457047,train,1.0057651192132682
4e_synth_02816,0.5654,0.5887177,0.06327,0.0549677,0.01883,0.022521997,train,1.0412410665916223
4e_synth_02817,0.5926,0.60688746,0.03052,0.0442016,0.014899999999999998,0.009001888,train,1.0241097869641307
4e_synth_02818,0.5456,0.5657885,0.02583,0.041838665,0.013750000000000002,0.006969287,train,1.0370023963738049
4e_synth_02819,0.5445,0.5598569,0.01957,0.038199138,0.01189,0.004572246,train,1.0282036577265015
4e_synth_02820,0.5268,0.53606725,0.0191,0.03782581,0.01197,0.00495965,train,1.0175915857834985
4e_synth_02821,0.5148,0.525646,0.026050000000000004,0.03823202,0.01205,0.0066968724,train,1.0210683203151083
4e_synth_02822,0.6978,0.70618784,0.028860000000000004,0.07072631,0.024659999999999998,0.008282598,train,1.012020413121852
4e_synth_02823,0.8202,0.8468423,0.09428,0.088102184,0.03195,0.035879504,train,1.032482673702691
4e_synth_02824,0.568,0.57031506,0.027230000000000004,0.04052353,0.01437,0.007005857,train,1.0040758151403617
4e_synth_02825,0.5158,0.5105448,0.01962,0.036215015,0.01131,0.004772553,train,0.9898115101134236
4e_synth_02826,0.5661,0.5763079,0.03592,0.058304895,0.02251,0.009085248,train,1.0180319604299195
4e_synth_02827,0.7988,0.81829673,0.09211,0.08314945,0.02886,0.03443166,train,1.0244075244345783
4e_synth_02828,0.8894,0.86809695,0.09797,0.092290066,0.03563,0.036654025,train,0.9760478386215234
4e_synth_02829,0.6088,0.6330213,0.02053,0.041268375,0.01336,0.00471391,train,1.0397853072776744
4e_synth_02830,0.4398,0.45036337,0.01764,0.036167867,0.01113,0.0044480436,train,1.0240185716142434
4e_synth_02831,0.6807,0.69659793,0.029430000000000005,0.069756985,0.02423,0.008241422,train,1.0233552721745647
4e_synth_02832,1.159,1.179471,0.021670000000000002,0.062243205,0.02109,0.0045136893,train,1.017662653951834
4e_synth_02833,0.844,0.8396623,0.0252,0.047593176,0.01591,0.0063299183,train,0.9948605609731087
4e_synth_02834,0.576,0.58289874,0.01358,0.03720567,0.01211,0.0020180102,train,1.0119769722223282
4e_synth_02835,0.6047,0.61370105,0.06173,0.08707313,0.03226,0.02115979,train,1.0148851422410337
4e_synth_02836,0.6731,0.6811998,0.0345,0.05033026,0.01604,0.0097415205,train,1.012033559719568
4e_synth_02837,0.5647,0.5636172,0.01926,0.041996952,0.01378,0.0041787536,train,0.998082573865185
4e_synth_02838,1.137,1.1348726,0.02242,0.059248302,0.02072,0.0052972645,train,0.9981288968625568
4e_synth_02839,0.8552,0.87631834,0.01839,0.050571658,0.01706,0.0041213864,train,1.0246940312595207
4e_synth_02840,0.6838,0.68247145,0.03156,0.05001043,0.01651,0.009082095,train,0.9980571134008837
4e_synth_02841,0.5611,0.55149204,0.01701,0.03455807,0.01078,0.0033477969,train,0.9828765556744724
4e_synth_02842,0.5232,0.5305296,0.0131,0.033361513,0.009854,0.001997275,train,1.0140092092187398
4e_synth_02843,0.7124,0.71976614,0.027320000000000004,0.08069634,0.02966,0.0072692614,train,1.0103398932960848
4e_synth_02844,0.5333,0.55069816,0.02358,0.040439084,0.01264,0.0059068566,train,1.032623591084161
4e_synth_02845,0.6287,0.6243597,0.01366,0.03670863,0.01103,0.0018697933,train,0.9930964321708649
4e_synth_02846,0.7484,0.76116925,0.03799,0.0519502,0.01822,0.010647121,train,1.0170620721269585
4e_synth_02847,0.7171,0.7154572,0.024490000000000005,0.047044646,0.01573,0.006574125,train,0.997709107522003
4e_synth_02848,0.6003,0.60466206,0.03182,0.046727687,0.015149999999999999,0.009813341,train,1.0072664679953522
4e_synth_02849,0.6133,0.61433554,0.05851,0.07807691,0.02791,0.020188361,train,1.0016884672375463
4e_synth_02850,0.6078,0.61657804,0.05663,0.07018858,0.02456,0.018418003,train,1.0144423206764916
4e_synth_02851,0.9523999999999999,0.9547139,0.04265,0.06279007,0.02259,0.012336635,train,1.002429526476037
4e_synth_02852,0.5621,0.5786072,0.025280000000000004,0.047947917,0.01663,0.007470011,train,1.0293670193492845
4e_synth_02853,0.6037,0.6048473,0.01631,0.03692167,0.01163,0.0034171834,train,1.001900467075653
4e_synth_02854,0.601,0.6028831,0.05458,0.055404153,0.01933,0.018730372,train,1.003133278718209
4e_synth_02855,0.6251,0.64301264,0.01489,0.03988535,0.01283,0.0030646105,train,1.0286556436736725
4e_synth_02856,0.8025,0.8097336,0.04667,0.061252993,0.02176,0.015105707,train,1.0090138681952456
4e_synth_02857,0.7018,0.7088355,0.02427,0.04581197,0.01445,0.0065724687,train,1.010024911082005
4e_synth_02858,0.6963,0.71836495,0.0478,0.05353718,0.01879,0.0154691255,train,1.0316888611155406
4e_synth_02859,0.6431,0.6386765,0.06466,0.060304776,0.019860000000000003,0.022386117,train,0.9931216360788252
4e_synth_02860,0.5381,0.5419447,0.03851,0.04826557,0.01593,0.011364771,train,1.0071449221299276
4e_synth_02861,0.6362,0.6390308,0.01981,0.04028971,0.01278,0.0047555123,train,1.004449566442687
4e_synth_02862,0.4972,0.5052661,0.01725,0.03499557,0.01086,0.003794471,train,1.0162229894728596
4e_synth_02863,0.6632,0.6764412,0.0352,0.050808065,0.0173,0.010621686,train,1.0199656101130175
4e_synth_02864,0.7873,0.7886187,0.02399,0.04682464,0.01618,0.006132381,train,1.0016749445128952
4e_synth_02865,0.6154,0.6224986,0.022899999999999997,0.04225111,0.0136,0.0053382535,train,1.0115348909208828
4e_synth_02866,0.9697,0.95170873,0.01914,0.05983865,0.02187,0.0034359086,train,0.9814465649535856
4e_synth_02867,0.4649,0.46589994,0.01117,0.028822202,0.00821,0.0011079982,train,1.0021508804160464
4e_synth_02868,0.6297,0.64056957,0.05532,0.054142088,0.0176,0.019752618,train,1.0172615017950752
4e_synth_02869,0.463,0.46544856,0.0313,0.03926148,0.01239,0.008162728,train,1.005288462916924
4e_synth_02870,0.6359,0.64526427,0.0204,0.041625053,0.01335,0.0049559358,train,1.0147260071103126
4e_synth_02871,0.6271,0.6141697,0.01686,0.036390893,0.01195,0.0034334944,train,0.9793808273561186
4e_synth_02872,0.4881,0.4957131,0.043,0.0461765,0.01527,0.0140354885,train,1.0155974487573538
4e_synth_02873,0.7837,0.7980867,0.02912,0.05070826,0.01657,0.008071453,train,1.0183574107740705
4e_synth_02874,0.5625,0.556764,0.02216,0.039075423,0.01257,0.00509277,train,0.9898026784261068
4e_synth_02875,0.7126,0.70302916,0.027680000000000003,0.06908711,0.024659999999999998,0.0075229444,train,0.9865691211495947
4e_synth_02876,0.8401,0.8574097,0.0231,0.05325058,0.01759,0.004768119,train,1.0206043514491916
4e_synth_02877,0.5622,0.58029586,0.02608,0.042718586,0.013250000000000001,0.007422806,train,1.032187585854437
4e_synth_02878,0.5921,0.59321666,0.0439,0.051995803,0.01772,0.014599434,train,1.0018859274422391
4e_synth_02879,0.762,0.7819375,0.01624,0.043364003,0.01437,0.0027519579,train,1.0261646718803665
4e_synth_02880,0.6828,0.6813562,0.027050000000000005,0.049443338,0.01798,0.007736581,train,0.9978854593367485
4e_synth_02881,0.6415,0.6407865,0.02722,0.045047157,0.01382,0.008181928,train,0.9988878076186147
4e_synth_02882,0.5955,0.61600965,0.029830000000000002,0.043995187,0.01374,0.007321478,train,1.034441062325094
4e_synth_02883,0.5938,0.60277194,0.026230000000000003,0.04161421,0.01341,0.006771878,train,1.015109359796459
4e_synth_02884,0.641,0.6395072,0.0186,0.03951443,0.01229,0.0037302852,train,0.9976710990512985
4e_synth_02885,0.5868,0.595422,0.03589,0.047645535,0.01558,0.011533168,train,1.0146933017982946
4e_synth_02886,0.594,0.608805,0.02502,0.042716324,0.01383,0.00638822,train,1.0249242437407626
4e_synth_02887,0.6323,0.63976157,0.03411,0.051475257,0.01725,0.01112155,train,1.011800675495467
4e_synth_02888,0.5907,0.59492636,0.02291,0.040127855,0.01292,0.0065974053,train,1.0071548286258458
4e_synth_02889,0.6261,0.6411741,0.01313,0.052269854,0.01721,0.0020282292,train,1.0240761507549447
4e_synth_02890,0.6345,0.6306089,0.01703,0.038915787,0.012269999999999998,0.0039050307,train,0.9938674803509123
4e_synth_02891,0.6966,0.6919422,0.02139,0.046184167,0.01523,0.0048187305,train,0.9933135443092453
4e_synth_02892,0.659,0.65449,0.02328,0.04254134,0.01356,0.005963434,train,0.9931562883900944
4e_synth_02893,0.6702,0.67421454,0.02029,0.043643206,0.01443,0.004435565,train,1.0059900655208578
4e_synth_02894,0.583,0.592409,0.02032,0.039914854,0.01205,0.005230645,train,1.016138961752733
4e_synth_02895,0.5736,0.5901672,0.01807,0.03761133,0.01198,0.0038487746,train,1.0288828877391842
4e_synth_02896,1.098,1.0922263,0.03311,0.06898336,0.023789999999999995,0.010075778,train,0.9947415909480527
4e_synth_02897,0.6362,0.63963795,0.02016,0.040430024,0.0128,0.0047945837,train,1.0054038778411185
4e_synth_02898,0.5929,0.60582757,0.02284,0.039505754,0.012329999999999999,0.0048776693,train,1.0218039635040443
4e_synth_02899,0.6234,0.63592106,0.01274,0.052522294,0.01794,0.0016128275,train,1.0200851155581825
4e_synth_02900,1.192,1.1980898,0.02315,0.06303689,0.019529999999999995,0.0046680076,train,1.0051089245200957
4e_synth_02901,0.7978,0.8191881,0.02083,0.05023591,0.01637,0.005492634,train,1.0268088718738495
4e_synth_02902,0.6445,0.65135276,0.02293,0.042654894,0.012959999999999998,0.005039696,train,1.0106326814212014
4e_synth_02903,1.065,1.064637,0.033359999999999994,0.06474476,0.02275,0.009743149,train,0.9996591039666548
4e_synth_02904,0.6205,0.6253206,0.01633,0.041080263,0.01247,0.0031927994,train,1.0077689176216709
4e_synth_02905,0.7704,0.79822356,0.02153,0.047087222,0.015089999999999998,0.005049751,train,1.036115725711375
4e_synth_02906,0.6632,0.6551784,0.01961,0.04177113,0.01334,0.0044746357,train,0.9879047462247105
4e_synth_02907,0.6482,0.64738375,0.01611,0.03809393,0.01219,0.0029507454,train,0.9987407428031717
